squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,price
,61,0,1,31,73956,1,1,1998,8456557.8
,10,0,1,73,46678,6,9,2010,6267676
,37,1,0,17,16964,5,5,2007,3740485.7
,43,1,0,75,38939,9,8,2016,1523292.6
,93,1,0,9,14928,6,2,1999,1914448.9
,59,0,1,53,23779,8,10,2004,8401559.4
,28,1,1,16,89403,3,6,1996,7654285.6
,74,1,1,2,21497,7,7,1997,1347394.7
,16,0,0,23,82569,4,9,2001,2520404.1
,96,1,1,31,16238,4,3,2007,3928675.7
,57,1,1,70,90234,2,5,1993,7065207.3
,82,1,1,89,49495,8,6,2021,5474758.1
,10,1,1,41,54850,3,9,2015,8764296.5
,14,0,0,38,44856,7,9,2013,1522445.3
,85,1,1,22,82904,5,5,2011,4648828.1
,6,1,1,42,41907,3,7,1998,4431171.8
,19,0,1,97,27897,2,6,2016,6523661.6
,52,1,0,66,35225,5,9,2015,6331257.5
,24,0,1,9,67715,2,4,2006,3668391.6
,22,1,1,67,37363,10,2,2010,2960766
,66,0,0,78,44342,8,3,1992,8051999.2
,67,1,1,3,61777,1,7,2019,7802836.9
,27,1,1,75,44215,3,9,2008,855584.8
,83,0,0,45,44927,4,7,2008,7687475.8
,89,0,1,91,76280,8,9,2018,2130072.8
,28,1,1,43,63045,5,1,1991,23653.1
,72,1,0,93,69420,3,1,2007,2029287.7
,94,1,1,29,57330,9,5,2001,8034726.1
,24,0,0,32,21042,4,4,1992,2959463.2
,49,1,1,76,69625,1,4,2007,7685980.7
,8,1,1,10,67920,6,1,1992,6649811.2
,15,0,0,30,57213,8,3,1997,1757689.7
,14,1,1,33,72689,8,2,2016,5610385.6
,78,1,0,68,95820,1,2,1994,2748170.4
,79,1,0,1,42098,2,2,2006,6516431.6
,40,1,0,38,56065,8,10,2019,5665903.9
,2,1,0,47,15467,5,1,2020,5606255
,15,0,1,60,29052,7,9,2016,7464550.6
,47,0,0,19,89992,7,6,2009,6266262.9
,89,0,0,20,14222,4,2,2003,8808060.3
,2,0,0,12,51066,8,7,1991,793551.1
,26,0,1,75,43994,1,7,2015,9450280.5
,50,0,0,66,27774,4,8,2000,3534202
,75,0,1,63,64191,2,1,1992,8554823.2
,66,0,0,78,63667,9,2,1997,3988957.7
,56,0,1,67,3918,1,3,2017,2811125.7
,49,0,0,28,48168,1,1,2021,9464860.1
,73,1,0,26,55544,5,4,1993,5711549.3
,14,0,1,41,1970,5,9,2015,4016266.5
,94,0,1,82,93929,5,2,2007,2462916.7
,11,0,0,80,38497,7,9,2007,9872450.7
,23,0,0,59,59814,10,3,2011,9863704.1
,12,1,0,74,84331,10,8,2011,4240879.1
,60,1,0,94,66766,5,9,2008,6542693.8
,56,0,1,40,74589,7,6,2008,4456584.8
,99,0,0,49,39297,8,9,1994,2493994.4
,2,1,1,73,63541,7,4,2017,8286007.7
,28,0,0,72,49611,7,10,2021,5336464.1
,72,1,1,60,19549,10,2,2018,9759389.8
,22,1,1,99,37721,4,4,2010,4782005
,15,1,1,47,48653,7,8,2009,1056116.9
,50,1,0,96,92019,3,6,2020,4396635
,74,1,1,10,15425,2,4,2021,837632.1
,56,1,1,45,31381,2,4,2002,5166261.2
,68,1,0,31,37506,5,2,1992,7012927.2
,22,1,0,29,84208,9,5,1998,2265600.8
,56,0,1,79,65877,10,10,2012,4733393.2
,23,1,0,18,30052,10,6,2009,51031.9
,93,1,1,48,57643,7,6,1991,1475251.1
,55,1,1,76,67738,3,4,2011,2195161.1
,92,1,1,29,58490,2,3,1991,5865940.1
,12,1,1,74,4343,8,7,2020,5892769
,98,0,0,59,55040,3,4,2002,554002.2
,40,0,0,99,96810,10,5,1991,8277263.1
,35,0,1,32,21391,2,10,1991,4702732.1
,68,1,1,74,14913,4,2,2014,1293966.4
,62,0,1,88,62167,8,10,1991,2767841.1
,83,0,1,76,53696,8,6,2015,3286996.5
,63,1,1,39,20441,2,1,1993,5176042.3
,38,0,0,37,79675,2,1,2000,2538406
,12,1,1,86,6259,7,8,2010,2455578
,100,1,1,25,76760,5,4,1994,5407486.4
,37,1,1,91,57856,8,6,2006,5814487.6
,22,1,0,18,74263,5,3,2001,2880890.1
,84,0,0,69,19155,6,9,2009,3999341.9
,11,1,0,67,66740,7,1,1995,6456934.5
,77,0,1,42,52773,8,7,2011,5072020.1
,74,0,1,87,9505,10,6,2018,8860074.8
,73,0,0,48,21602,1,3,2012,8240927.2
,44,0,1,93,81217,1,4,1998,872181.8
,3,0,1,34,13124,10,8,2013,5468021.3
,75,0,1,6,52092,4,2,2016,2282740.6
,50,0,0,71,18316,6,6,1995,8966278.5
,83,1,1,98,71336,5,10,2007,6875325.7
,85,1,1,48,6342,1,10,2004,1788958.4
,30,0,1,61,4426,1,4,2019,9580216.9
,49,0,1,54,65818,2,3,1997,6845781.7
,9,0,1,63,14539,4,7,2009,1986493.9
,12,1,0,4,27129,2,4,2014,7373367.4
,19,0,0,16,20762,1,4,1991,3964309.1
,8,0,0,10,35402,3,9,2001,6425870.1
,95,1,1,3,75381,5,6,2003,9873512.3
,79,0,1,78,20452,4,6,1995,6288969.5
,79,1,1,95,54004,2,5,1994,7383556.4
,30,0,0,81,52907,1,3,2003,1980073.3
,5,1,0,8,99792,1,4,2016,9757314.6
,85,0,1,81,48620,5,5,2019,3299683.9
,7,1,1,61,2693,10,8,2000,3027330
,38,0,1,96,46941,4,8,2012,9794720.2
,8,0,0,38,18726,1,9,2004,8190534.4
,99,1,0,76,23056,8,2,2011,8769314.1
,2,1,1,24,76516,6,1,2019,9743997.9
,79,0,0,99,23486,10,8,2000,6296801
,15,1,0,97,44056,6,10,1997,613823.7
,91,1,1,3,10016,1,2,2012,9323693.2
,4,0,1,96,45337,3,3,1993,7418356.3
,92,1,0,50,3022,3,1,2003,4075291.3
,66,0,0,47,39980,3,2,2012,3377381.2
,4,1,1,36,68547,5,10,1991,6788996.1
,70,0,0,50,23029,3,8,2008,3283900.8
,41,0,0,87,25636,10,6,1998,1573398.8
,18,0,1,71,43118,10,7,2013,4141342.3
,73,1,0,19,52257,10,6,2020,4109822
,15,1,0,88,56506,1,4,1993,2746839.3
,94,0,1,73,88991,1,5,2018,5720511.8
,86,1,1,24,75928,4,5,2012,9958152.2
,62,1,1,99,25318,4,3,2017,6101689.7
,69,1,0,89,93820,5,7,2005,8902346.5
,24,0,0,77,30415,6,8,2016,4038464.6
,54,1,0,21,26583,3,5,2008,6252168.8
,13,1,0,94,78499,3,4,2002,5157565.2
,24,1,0,51,27566,2,2,2002,3436795.2
,52,0,0,27,10553,7,5,2016,2903072.6
,100,1,1,69,42375,2,9,1993,2425111.3
,89,1,0,83,52916,6,4,2007,8152737.7
,46,1,0,47,5314,5,6,1992,707137.2
,69,0,1,22,63749,6,2,2000,5210227
,52,1,1,99,15210,10,9,2008,4540276.8
,89,0,1,80,97775,4,8,1997,2522970.7
,17,1,0,20,15960,2,9,1996,6311962.6
,51,0,0,35,4184,8,5,1996,7863369.6
,68,1,1,69,7443,1,9,2012,7720395.2
,93,0,1,20,32337,6,3,2010,7242040
,32,1,1,3,34514,5,10,2000,9024029
,41,1,0,29,97019,10,10,2014,8227563.4
,63,0,1,11,487,4,8,1990,9879363
,6,1,0,70,92582,3,2,2004,7904128.4
,15,0,0,22,69937,2,7,2011,4037269.1
,15,0,0,78,93233,9,9,2011,7233115.1
,48,1,0,78,3351,4,6,2011,5802614.1
,22,0,0,69,38070,8,2,2000,6168699
,93,0,0,54,97351,1,8,2014,7884093.4
,26,0,1,54,73837,4,6,2003,2004766.3
,6,1,1,93,84333,1,10,1998,8873534.8
,81,1,1,26,34312,9,1,2019,4046345.9
,24,1,1,21,92259,8,4,2007,6753907.7
,66,0,0,64,29907,4,8,2011,9201705.1
,84,1,0,41,17304,7,10,2000,3214734
,11,1,1,98,76635,4,3,2002,765190.2
,47,1,1,49,2059,5,2,2016,6427021.6
,85,1,0,13,70794,8,6,1993,1173785.3
,44,0,0,44,97804,8,5,1998,9198819.8
,76,1,1,73,18386,4,10,1995,71712.5
,35,0,0,80,25111,3,4,2013,5818911.3
,4,0,0,31,43048,6,2,2021,4107100.1
,11,1,0,75,10439,2,2,2005,6958375.5
,34,1,0,55,72842,9,1,2019,1709341.9
,28,1,1,74,27737,3,5,2001,5914478.1
,6,1,1,3,96553,5,2,2012,2590169.2
,93,0,1,94,51069,3,4,2008,6929833.8
,61,1,1,45,22419,2,9,1994,9537187.4
,55,0,1,66,75039,5,8,2017,4231907.7
,40,1,1,82,50388,6,3,2020,98546
,73,0,0,11,19581,6,6,2013,3136370.3
,2,1,0,18,54472,1,3,2011,6197760.1
,46,1,0,38,76523,3,10,2001,3721736.1
,100,1,1,51,96283,8,10,1997,3610020.7
,13,0,0,100,23961,9,4,2013,8129951.3
,84,1,0,43,9909,2,4,2011,4614136.1
,52,0,0,12,39180,5,7,1993,4784201.3
,38,1,0,75,45213,9,7,2003,6535120.3
,2,0,0,5,29151,1,3,2001,9989210.1
,58,1,1,29,40696,8,5,2011,53940.1
,8,0,1,48,15830,3,10,1996,2529744.6
,82,1,0,55,97231,9,4,1990,4765002
,11,1,1,65,83559,6,4,1998,7811853.8
,19,1,1,7,43079,9,4,2004,6307284.4
,96,1,1,20,68175,6,4,2006,7989770.6
,33,1,0,17,43510,2,9,1991,1186605.1
,15,1,0,96,73210,10,7,2018,5228450.8
,69,0,0,81,22746,5,4,2005,5049859.5
,70,0,0,90,47639,8,2,2019,5346181.9
,22,1,0,22,86521,4,9,2011,7641724.1
,47,0,0,92,7411,10,6,2011,6802989.1
,70,0,1,3,31961,5,6,2017,5480478.7
,2,0,1,74,97905,3,7,1996,5020674.6
,74,0,1,55,48051,4,4,2021,4413732.1
,74,1,1,6,83577,7,5,2013,2854717.3
,53,1,0,6,87835,4,10,2012,4786864.2
,47,1,0,77,63171,9,5,2003,4629859.3
,5,0,1,94,62776,6,3,2001,3236484.1
,10,1,0,42,56337,6,1,1997,5903746.7
,8,1,1,38,60817,9,5,2012,1784679.2
,3,1,0,21,57434,6,4,2016,631188.6
,17,1,0,8,51878,4,7,1990,5963967
,76,1,0,20,96540,10,7,2017,4862984.7
,18,0,0,47,63616,8,9,1998,6688391.8
,86,0,0,19,48945,5,10,1991,5339727.1
,88,1,1,100,88107,7,6,2015,4569449.5
,47,0,1,12,43154,4,2,1991,2549452.1
,63,1,0,39,30350,6,9,1999,3165856.9
,45,0,1,93,20942,3,6,2021,2310872.1
,94,0,0,91,23174,10,5,2008,5910896.8
,27,0,1,75,92270,2,3,1999,9375903.9
,54,1,1,29,48140,9,7,2021,7651735.1
,8,1,0,89,22338,3,9,2015,4198279.5
,87,1,0,55,91185,6,7,2010,8102795
,93,0,0,25,29901,9,8,1996,1148699.6
,71,0,1,17,21006,9,7,2021,7976910.1
,45,1,1,95,62275,3,8,2012,3490058.2
,23,0,0,29,1348,8,9,1996,2833274.6
,45,1,1,15,51703,2,9,2012,9355490.2
,57,0,1,69,52904,4,10,1996,1802294.6
,11,1,0,51,38425,6,9,1998,44847.8
,41,1,0,57,20586,3,6,1992,277462.2
,47,0,0,56,90726,8,8,1999,763363.9
,33,1,1,8,76677,5,4,2018,1564014.8
,12,1,0,30,58735,7,8,2005,7888002.5
,41,0,1,69,73043,8,9,1998,3063030.8
,88,0,0,19,17284,9,7,2018,3741187.8
,42,0,1,71,88907,6,1,2016,2798713.6
,83,0,1,1,85398,1,5,2007,4383378.7
,76,1,0,12,40059,9,8,2017,1577515.7
,95,0,1,56,32424,3,10,2000,7447750
,18,1,1,12,15509,1,9,1994,2919917.4
,34,0,1,75,88204,1,9,2021,9963045.1
,47,0,0,72,42075,6,9,2001,7382612.1
,65,1,0,14,72264,7,6,2003,6433844.3
,16,0,0,86,19556,4,2,2000,8347406
,25,0,0,5,93506,5,2,1992,4866264.2
,62,1,1,52,8961,9,8,2012,5312035.2
,98,1,0,83,87213,6,5,2016,6737871.6
,24,0,0,17,14844,7,9,2014,695809.4
,19,0,1,55,32561,9,5,2011,7495795.1
,63,1,1,53,73093,9,1,2016,2343955.6
,91,1,0,66,13020,2,7,2008,5365278.8
,57,1,0,29,9468,5,1,2009,1367128.9
,4,0,0,1,82488,4,1,2004,6319752.4
,42,0,1,45,45828,5,10,2000,4349056
,76,0,1,56,2844,7,1,1991,406628.1
,81,1,0,68,81883,8,7,2016,4321653.6
,27,0,0,95,24112,6,6,1999,9037654.9
,68,0,1,17,57026,10,6,1995,5022955.5
,64,1,0,13,16798,5,7,2002,3876407.2
,35,0,0,83,8869,3,2,2006,515580.6
,50,1,1,54,18952,4,6,1999,6491283.9
,3,1,1,93,64314,7,8,2003,3508101.3
,52,1,0,76,52923,6,4,2015,8793955.5
,76,0,0,24,64904,9,9,2005,4636590.5
,63,0,0,61,78651,8,9,2009,9672864.9
,63,0,0,60,68470,9,7,2011,5733991.1
,69,1,0,24,80196,5,8,2021,4246970.1
,45,1,0,78,92517,6,4,2019,3653630.9
,83,0,0,57,19297,8,7,1991,4631982.1
,4,0,0,74,84593,3,10,2021,1354750.1
,22,0,0,64,39738,6,4,2004,8315132.4
,89,0,0,17,27629,2,6,2006,1803675.6
,21,1,0,80,70145,7,9,1998,2973981.8
,33,1,0,31,51971,9,8,2009,8827270.9
,86,1,0,12,29401,8,1,2013,9953158.3
,65,0,1,25,31694,10,6,1997,2527273.7
,93,0,0,40,75385,5,5,2017,8965091.7
,21,1,1,52,89634,2,6,1990,3516840
,35,0,1,25,99363,7,5,1991,9116835.1
,66,1,0,80,3594,4,10,1997,6818141.7
,51,1,0,38,85386,1,5,2009,3263791.9
,55,0,0,45,46451,8,2,2007,6586250.7
,22,0,1,11,95902,7,4,2017,6158002.7
,61,0,0,56,10743,6,1,2019,2506029.9
,98,1,1,97,82133,5,7,2016,4163553.6
,47,1,0,43,28720,4,2,1996,3267427.6
,25,0,0,11,47596,1,1,2012,1765902.2
,37,0,0,93,17121,10,4,2010,803701
,38,0,1,41,31410,6,2,2009,1154978.9
,42,1,0,94,36004,6,1,2012,6957177.2
,46,1,0,43,64030,1,10,2019,6172515.9
,29,1,0,1,61445,4,4,2013,8754886.3
,39,0,1,18,56764,5,10,2012,1491712.2
,12,1,1,95,7643,5,9,1993,4402358.3
,19,0,1,88,74038,5,9,2002,849213.2
,42,0,1,66,82323,1,1,1994,4420400.4
,34,1,0,78,23274,1,1,1997,6864016.7
,1,0,1,87,65888,8,3,2014,438335.4
,22,0,0,59,37935,2,8,2007,6404986.7
,33,0,0,56,3014,10,6,2001,4495840.1
,50,0,0,31,12041,10,2,2010,6867106
,38,0,1,32,55125,7,7,2021,7631297.1
,62,0,1,70,68060,1,10,2021,3650549.1
,69,1,0,28,67774,8,5,2009,6996565.9
,66,0,1,33,95335,9,6,1994,652595.4
,1,0,1,83,68161,2,9,2014,6936087.4
,70,0,0,35,63409,6,1,2018,3163556.8
,30,0,1,64,23861,8,2,2006,5034657.6
,62,1,1,77,68676,2,2,2015,34291.5
,39,0,0,90,65435,1,7,2007,2710700.7
,6,1,1,53,29151,5,10,1992,4322399.2
,7,0,0,89,47370,10,6,2011,6379454.1
,75,1,1,52,76234,5,8,2006,4041851.6
,96,1,1,37,47762,5,9,2016,895624.6
,92,1,1,81,87006,6,1,2006,9072944.6
,63,1,0,81,64028,4,10,2018,667494.8
,48,1,0,42,78036,5,8,2020,305014
,54,1,0,71,18325,3,2,2000,1629387
,56,0,0,22,7182,8,3,2004,7218838.4
,45,0,1,67,48091,9,1,1997,207531.7
,36,0,0,98,61330,4,9,2018,1828031.8
,69,1,0,44,84552,5,6,2005,1606780.5
,6,1,1,34,62849,3,4,2002,2245486.2
,27,0,0,29,18849,3,2,2007,8976777.7
,47,0,1,10,12718,5,5,1997,1101642.7
,37,0,1,78,27736,7,6,2013,4721381.3
,85,0,0,13,95229,9,6,2012,9363558.2
,18,1,0,79,88270,2,7,1997,4489439.7
,4,1,1,64,23468,8,5,2013,9278413.3
,47,0,1,56,14596,8,5,2021,3902450.1
,61,0,1,15,57243,9,5,2002,9072785.2
,42,0,1,14,71916,5,10,2002,8127330.2
,30,0,0,93,80910,5,8,1994,4272845.4
,44,1,0,89,4151,4,4,1995,1972327.5
,87,1,0,18,48172,10,7,2011,5476681.1
,92,1,0,92,89313,1,7,1991,7424902.1
,44,0,0,80,63904,9,9,2018,3219111.8
,49,0,1,72,20893,2,7,2005,1531236.5
,71,0,1,85,95913,1,8,1990,3488144
,35,1,1,80,66057,5,3,2004,9401076.4
,19,0,0,77,88604,8,4,1997,6250022.7
,10,0,0,38,4459,5,5,1997,7089697.7
,29,1,0,96,34470,9,2,2008,45524.8
,61,0,1,23,80205,10,1,2020,1638783
,100,0,0,43,17190,10,9,2014,3367900.4
,32,1,0,61,73745,2,6,1992,4191538.2
,16,1,1,69,78405,7,6,2020,2689533
,59,0,1,52,42575,7,8,2005,6904810.5
,88,1,0,61,23484,4,7,2000,1691487
,7,1,0,8,96891,6,3,2013,3853759.3
,13,0,0,20,59334,9,1,2011,8298011.1
,72,1,0,12,86359,3,5,2010,1408596
,66,0,1,49,32487,1,3,2020,9804383
,31,1,1,23,80285,10,7,2018,440601.8
,29,1,0,37,17213,1,1,1992,7450183.2
,45,0,0,7,32878,3,1,2005,7958075.5
,24,1,1,41,98533,2,1,2019,708802.9
,32,1,1,59,72621,7,10,1994,5896012.4
,75,1,0,89,94596,9,9,2000,1605306
,30,0,1,83,10456,5,2,2009,2885914.9
,27,1,0,94,97998,2,3,2010,7413723
,3,0,0,39,9585,5,5,1994,4913428.4
,7,0,0,1,98896,7,8,2014,1025802.4
,27,1,0,72,64301,3,10,2013,8978292.3
,84,1,1,48,83527,7,1,2013,7499296.3
,86,0,1,30,7597,2,6,1996,5292579.6
,13,0,1,88,34394,8,6,2008,1774991.8
,61,0,1,78,7897,8,1,2015,1063316.5
,57,1,0,30,40408,10,6,2001,7212400.1
,61,1,1,54,58882,2,7,2009,4817550.9
,79,1,1,29,52384,2,5,1997,4490727.7
,96,1,1,57,23632,4,5,1999,9479031.9
,100,1,1,67,33043,5,9,2009,1966077.9
,44,0,0,22,57594,4,3,1996,7895339.6
,20,0,0,63,45112,9,1,2001,9914800.1
,4,1,0,63,27106,10,2,1990,3858534
,43,0,0,22,3812,7,2,2018,1027893.8
,12,1,0,35,69657,6,9,2012,66663.2
,44,1,0,13,94020,3,9,1999,8376076.9
,38,0,0,48,66937,8,4,2007,898880.7
,98,0,0,29,24335,8,5,1998,7131907.8
,9,0,0,48,497,7,4,2014,7700879.4
,51,0,1,70,69572,1,4,2016,9648710.6
,36,0,0,18,57135,4,6,2004,2092028.4
,81,0,0,7,91709,5,9,2005,4263005.5
,60,1,0,92,64003,6,10,2000,1988451
,32,0,0,52,58784,1,3,2006,148234.6
,53,1,0,27,68230,2,2,2003,6313110.3
,67,0,0,88,3953,10,7,1990,4396083
,46,1,0,85,66893,9,1,2017,322767.7
,20,0,0,77,51325,2,6,2004,2282270.4
,39,0,1,4,71789,2,4,2015,169944.5
,11,0,0,32,16884,5,4,2006,3250802.6
,78,1,0,10,41021,5,1,2021,1949663.1
,95,1,0,21,81613,2,5,2002,3840731.2
,47,0,0,82,83780,5,8,2015,8609323.5
,98,0,1,84,33898,8,9,2018,272493.8
,43,0,1,51,11894,6,8,1990,7948637
,51,1,0,28,68941,7,3,2020,6742167
,39,0,1,82,97903,7,1,2012,6871144.2
,67,1,1,82,86935,2,1,2004,5914784.4
,70,1,1,48,48969,4,2,2018,1247818.8
,73,1,1,79,15682,3,3,2012,9022486.2
,76,0,1,54,33431,10,7,1991,3790981.1
,66,1,0,9,87936,10,4,2016,9324088.6
,21,1,0,92,6475,6,7,1996,6666928.6
,19,1,0,50,36946,5,8,2008,1166984.8
,74,1,0,80,24509,7,3,2009,4221684.9
,50,0,1,43,40175,9,10,1994,3051295.4
,86,0,0,68,42101,8,6,2005,28656.5
,26,0,0,14,12324,7,5,2012,2390553.2
,24,1,0,29,27464,5,5,2004,1566732.4
,61,0,0,36,95435,7,3,2013,2272979.3
,100,1,0,12,71749,5,10,1998,8291287.8
,68,1,1,63,52507,6,9,2009,7396303.9
,44,1,1,1,34563,9,4,2001,1512799.1
,82,1,1,70,65650,2,3,2005,293779.5
,65,0,1,53,46376,7,9,1999,9494401.9
,58,0,1,72,44967,10,5,1992,6213106.2
,47,0,1,35,72144,9,10,2020,9697498
,43,0,0,94,14865,5,4,2006,9293132.6
,76,1,0,36,17201,9,2,2008,8873177.8
,74,0,0,89,21568,9,8,1997,8926770.7
,78,0,1,34,73984,6,9,2015,3089420.5
,18,0,1,12,21268,4,2,2014,9880422.4
,71,1,1,79,29555,7,6,2005,3428702.5
,5,0,0,48,41040,6,2,2016,456361.6
,38,1,0,5,29791,4,6,2011,7321281.1
,15,0,0,23,699,4,6,2013,1399049.3
,43,0,0,96,54866,7,6,2003,6253854.3
,53,1,0,28,91305,1,1,2008,2417754.8
,8,0,0,99,74322,8,4,2020,2593267
,38,1,0,37,76474,10,4,2021,37033.1
,83,1,1,32,96211,8,9,1993,1602339.3
,95,0,0,77,6252,2,3,2008,9009466.8
,65,1,0,66,83911,6,7,2016,3784160.6
,68,0,1,99,73233,3,5,1997,4631767.7
,71,0,1,54,75295,1,2,1990,9116972
,100,1,1,29,53034,2,3,1990,8274315
,22,1,1,15,38565,7,8,2011,4743129.1
,100,0,1,40,68676,10,10,2007,2511418.7
,94,0,1,44,3722,4,9,2016,1031927.6
,32,1,1,26,90052,2,2,2004,5714000.4
,87,1,1,70,62129,9,8,2010,6239393
,77,0,0,70,53936,3,7,2005,7562030.5
,59,1,0,75,12738,7,4,1999,1169617.9
,94,0,1,66,46242,3,10,2004,4531305.4
,78,1,0,40,34919,2,8,2005,4463078.5
,64,0,1,33,13779,6,7,1998,184784.8
,62,0,0,24,65628,5,5,1995,9760509.5
,65,0,1,62,40714,8,4,2010,3764024
,40,0,1,45,73321,2,7,2015,9206945.5
92016,58,1,0,72,7997,2,5,2008,9206998.8
47027,64,0,0,50,12453,2,6,2017,4704701.7
35562,80,0,1,58,35855,3,6,2001,3560786.1
68162,64,0,1,98,81335,2,7,2020,6825255
30830,70,1,1,49,36132,8,1,2000,3090623
77776,68,0,0,7,8289,4,6,2010,7778582
53818,53,0,0,44,79755,8,10,1999,5386139.9
73917,74,1,0,91,32904,1,10,1990,7405490
92675,5,1,1,9,50856,4,2,2017,9274886.7
70159,46,0,1,74,4159,5,10,2019,7019489.9
74810,19,1,0,97,78485,10,6,2017,7492753.7
63891,41,1,1,24,77669,10,2,2020,6398575
10601,59,0,1,7,98223,1,7,2021,1062664.1
85375,3,0,0,32,2021,9,6,2014,8541495.4
2559,59,1,0,51,46843,5,6,2017,264370.7
18101,6,1,1,97,20172,10,4,1992,1824739.2
44429,27,0,0,58,24418,5,1,2016,4447469.6
87780,36,1,1,33,86321,1,1,1999,8787571.9
42277,28,1,1,57,37551,3,4,2020,4232611
14447,69,1,0,94,42206,3,9,1991,1458693.1
33205,94,1,0,68,72954,5,6,2000,3327752
52132,91,0,0,65,36610,2,10,1999,5216554.9
39549,62,1,0,7,45127,1,8,1992,3959426.2
60514,20,0,1,14,97117,9,9,1992,6057452.2
93499,24,1,1,41,60380,3,8,2006,9357814.6
50241,82,1,0,57,53936,1,6,2001,5029855.1
28915,37,1,0,35,83531,10,9,2014,2896715.4
46790,82,0,0,18,12735,9,5,2013,4681489.3
98780,21,1,1,53,98949,4,3,1990,9886719
58362,9,1,1,23,58166,10,9,2015,5846004.5
11928,67,0,0,61,59779,3,6,2015,1198963.5
41840,78,0,0,60,83284,8,6,2011,4185921.1
27538,94,1,0,82,24662,8,4,2019,2758284.9
44438,96,1,0,93,62393,9,4,2014,4450823.4
12373,18,1,0,59,50723,6,1,1994,1245235.4
3206,100,1,0,72,45319,1,7,1990,331095
14993,24,0,0,80,50377,5,6,2020,1501072
72945,13,0,1,75,46738,5,10,2003,7305011.3
74810,65,0,1,94,45946,5,3,2013,7489966.3
1300,95,1,0,71,3711,4,7,2009,134967.9
11303,72,1,1,62,24408,1,2,2011,1140133.1
67724,80,1,0,81,7207,2,6,1995,6779991.5
34195,65,1,1,95,18669,8,5,1992,3435606.2
57806,49,1,1,47,2842,6,1,2001,5790410.1
57722,21,1,1,69,50612,9,10,2020,5785132
62094,94,0,0,92,55584,6,1,2010,6218641
99148,67,1,0,55,91053,9,6,2021,9918736.1
89512,86,0,1,87,77376,5,9,2001,8960225.1
57210,10,1,0,49,28837,10,2,2000,5728623
46336,1,1,1,3,37727,8,6,2009,4643781.9
56145,35,1,1,37,18243,7,7,2006,5617752.6
13494,3,1,0,88,83994,10,9,1991,1355903.1
79002,20,0,0,11,980,2,3,1991,7900697.1
58208,13,1,1,90,73126,4,2,2020,5831806
71474,84,1,0,35,13061,5,8,2018,7152718.8
98209,43,1,0,67,11091,2,8,2012,9826484.2
41226,87,0,0,22,4737,9,4,1995,4125343.5
35122,73,0,0,43,20282,4,4,2001,3515208.1
52220,22,1,0,19,70735,6,5,1994,5226840.4
95063,89,0,1,32,96709,1,6,1991,9511106.1
73782,92,0,0,66,91270,8,7,1996,7383555.6
16368,99,1,1,85,6037,8,10,2007,1645556.7
84286,78,1,0,94,7669,9,5,2001,8437788.1
47039,34,0,1,47,26838,1,3,1990,4710291
77726,23,0,0,1,65747,10,4,2003,7773518.3
3912,73,1,0,12,2873,4,7,2011,395955.1
93746,13,0,0,13,47596,6,6,2003,9376444.3
44304,3,0,1,6,40895,8,10,1992,4433938.2
27400,25,1,0,31,11013,1,4,1992,2747740.2
53056,97,0,0,71,68087,10,6,2005,5310121.5
80691,51,0,0,13,98637,10,5,2005,8071084.5
57337,55,1,1,97,85366,1,6,1992,5750227.2
64732,82,0,1,47,85414,10,2,1995,6479107.5
13037,49,1,1,66,88942,9,4,1995,1315003.5
48520,25,0,1,95,27932,9,10,2001,4862564.1
74788,45,1,1,3,6745,4,10,2009,7483945.9
85208,55,0,1,75,43341,6,9,1998,8527688.8
33643,64,1,1,55,5187,2,5,1994,3374768.4
53547,77,0,0,35,50880,8,4,2002,5355930.2
85134,55,0,1,70,714,2,2,2016,8519159.6
34485,13,1,1,83,98141,1,6,1993,3460379.3
76717,3,1,0,30,64110,1,2,2017,7679009.7
63650,21,0,1,10,68168,10,10,2007,6370607.7
42237,69,0,1,52,68679,3,4,1993,4229047.3
16718,43,0,1,86,56375,3,1,2010,1678693
19838,64,1,1,48,35409,3,10,2004,1993919.4
66045,31,0,0,83,11438,5,9,2019,6607358.9
73235,27,1,0,22,48606,2,9,1995,7327197.5
95971,29,0,1,61,91137,2,7,2012,9605457.2
26519,100,0,1,59,31377,10,7,1996,2659980.6
76074,20,1,0,72,7973,3,2,1995,7614603.5
11788,9,1,0,15,83215,1,2,2020,1183060
66281,98,0,1,46,5380,2,1,2000,6630781
27691,39,0,1,97,95442,5,4,2020,2774041
59016,54,0,0,45,69504,6,3,2011,5906126.1
6048,65,0,1,43,48028,2,3,2021,610305.1
29570,78,0,1,45,13628,1,7,2011,2962411.1
67642,98,0,0,54,97506,5,8,2020,6766834
4033,97,1,1,55,29173,5,1,1997,415922.7
74546,3,0,1,1,99544,6,8,1990,7460101
55678,59,0,0,51,80148,4,10,2011,5573599.1
10784,42,1,0,43,3054,10,6,1990,1084037
42810,3,1,1,14,98063,4,4,1996,4288800.6
19020,13,0,0,69,93527,4,1,2004,1905429.4
4499,5,1,1,77,33109,1,6,2002,455382.2
79130,29,1,1,95,30053,2,5,1995,7925945.5
34689,100,1,0,85,54072,6,10,2000,3474451
99075,38,0,1,16,15401,10,5,2017,9911312.7
76446,10,0,1,8,92052,10,4,2004,7649095.4
50185,99,1,0,30,24039,1,1,2008,5021097.8
